,reviewTime,overall,reviewText,asin
744,"09 3, 2017",5.0,Love starbucks.,B00AR51Y5I
745,"08 13, 2017",5.0,Was a great gift.  They loved it.,B00AR51Y5I
746,"08 11, 2017",5.0,"Yes, it arrived quickly and worked perfectly. Very pleased.",B00AR51Y5I
747,"08 2, 2017",5.0,yummy,B00AR51Y5I
748,"06 23, 2017",5.0,greatly appreciated,B00AR51Y5I
749,"06 12, 2017",5.0,I love coffee so thanks.,B00AR51Y5I
750,"04 23, 2017",5.0,great gift,B00AR51Y5I
751,"03 22, 2017",5.0,"Good buy, worked as expected.",B00AR51Y5I
752,"03 22, 2017",5.0,excelent,B00AR51Y5I
753,"03 18, 2017",5.0,I've gotten many of these at this point. They always arrive quickly and always have the correct balance.,B00AR51Y5I
754,"03 12, 2017",5.0,Nice gift card,B00AR51Y5I
755,"03 10, 2017",5.0,Prefect gift for my daughter. She goes there all the time and loves the holiday look so we got her this. Came quick with no problems,B00AR51Y5I
756,"03 5, 2017",5.0,Great gift for Starbuck lovers!,B00AR51Y5I
757,"03 2, 2017",5.0,"It is what it says it is, a gift card to Starbucks. No problems using the card. Giving it 5 stars seems kind of silly, but I don't know that it would be fair to give it anything less.",B00AR51Y5I
758,"01 24, 2017",5.0,Great gift to give!,B00AR51Y5I
759,"01 21, 2017",5.0,Awesome,B00AR51Y5I
760,"01 21, 2017",5.0,Great,B00AR51Y5I
761,"01 13, 2017",5.0,Great product from a great seller,B00AR51Y5I
762,"01 5, 2017",5.0,perfect gift,B00AR51Y5I
763,"01 2, 2017",5.0,Daughter Loved it,B00AR51Y5I
764,"01 1, 2017",5.0,with all the gift cards I purchased at Amazon we all can enjoy Starbucks drinks thanks amazon for coming on time!,B00AR51Y5I
765,"12 30, 2016",5.0,Got it quickly. Used without any problems.,B00AR51Y5I
766,"12 27, 2016",5.0,My granddaughter really loves Starbucks tea. Was very happy with her gift.,B00AR51Y5I
767,"12 25, 2016",4.0,Just for my parents,B00AR51Y5I
768,"12 15, 2016",5.0,as described,B00AR51Y5I
769,"12 12, 2016",5.0,Good quality and is expected from the description,B00AR51Y5I
770,"12 11, 2016",5.0,Gift,B00AR51Y5I
771,"11 28, 2016",5.0,exactly what I wanted,B00AR51Y5I
772,"11 25, 2016",5.0,A fun gift to give,B00AR51Y5I
773,"11 23, 2016",5.0,Gift,B00AR51Y5I
774,"11 5, 2016",5.0,My girlfriend enjoyed it.,B00AR51Y5I
775,"10 22, 2016",5.0,Perfect for those on the go,B00AR51Y5I
776,"08 11, 2016",5.0,My BIL loves Starbucks.  He's easy to buy for -- gold toe socks and a Starbucks card.  Can't ask for a better BIL than that.  The easiest person in the family when it comes to giving someone gifts.,B00AR51Y5I
777,"08 7, 2016",5.0,Always happy when people get this,B00AR51Y5I
778,"07 30, 2016",5.0,"blahblahblah, unless it doesn't upload with cash, there be no complaints.
should be kool MONEY WAS THERE AND ON OTHER STARBUCK GIFTCARDS RECENTLY BOUGHT",B00AR51Y5I
779,"07 26, 2016",4.0,"Another gift card for an upcoming bd!!! :) I know, it's a super easy purchase. I just wanted to make sure recipient was able to have alittle drink of whatever he wanted at Starbucks. I don't really buy alot at Starbucks,  but I know people who do. It's just a convient, gift because their located in so many cities, and people seem to really like Starbucks. Happy w purchase would repurchase again! :)",B00AR51Y5I
780,"07 25, 2016",5.0,great,B00AR51Y5I
781,"07 19, 2016",5.0,Great item!,B00AR51Y5I
782,"05 17, 2016",5.0,who doesn't love this as a gift.,B00AR51Y5I
783,"05 5, 2016",5.0,Good stocking stuffer,B00AR51Y5I
784,"04 13, 2016",5.0,great,B00AR51Y5I
785,"03 19, 2016",5.0,what's not to love,B00AR51Y5I
786,"03 18, 2016",5.0,<3,B00AR51Y5I
787,"03 7, 2016",5.0,Can't go wrong with this as a stocking stuffer,B00AR51Y5I
788,"02 29, 2016",5.0,Gift card just as expected,B00AR51Y5I
789,"02 16, 2016",5.0,love it,B00AR51Y5I
790,"02 13, 2016",5.0,Great coffee,B00AR51Y5I
791,"02 3, 2016",5.0,Works as advertised. Great Buy.,B00AR51Y5I
792,"01 31, 2016",5.0,nice,B00AR51Y5I
793,"01 29, 2016",5.0,Always a great gift to give and receive,B00AR51Y5I
794,"01 25, 2016",5.0,"This was a gift for my niece, and she loves it.",B00AR51Y5I
795,"01 22, 2016",5.0,Happy daughter on cold days,B00AR51Y5I
796,"01 20, 2016",5.0,Daughter loved it.,B00AR51Y5I
797,"01 20, 2016",5.0,Great product with fast delivery,B00AR51Y5I
798,"01 9, 2016",5.0,"Bought it as a gift, The recipient loved it.",B00AR51Y5I
799,"01 6, 2016",5.0,TY,B00AR51Y5I
800,"12 20, 2015",5.0,Great Gift,B00AR51Y5I
801,"11 21, 2015",5.0,Best coffee ever,B00AR51Y5I
802,"11 15, 2015",5.0,Card worked great and now I have plenty of caffeine in my life.,B00AR51Y5I
803,"11 14, 2015",5.0,Great....thanks again!,B00AR51Y5I
804,"09 14, 2015",5.0,The best way to gift :) just make sure to check the balance prior to giving it as mistakes can be made with card balances. Otherwise great idea for my friends as I purchased a few of them for birthdays nothing like the gift of coffee and teas from a good company.,B00AR51Y5I
805,"09 13, 2015",5.0,"caramel, mocha frappachino please venti, no whip",B00AR51Y5I
806,"09 7, 2015",5.0,Got this for my niece and she loves it!!!,B00AR51Y5I
807,"08 23, 2015",5.0,So glad Amazon offers this gift card!!,B00AR51Y5I
808,"08 15, 2015",5.0,Great saving on Amazon and recommend to visit again.,B00AR51Y5I
809,"07 4, 2015",5.0,Perfect,B00AR51Y5I
810,"06 26, 2015",5.0,Good...!!!,B00AR51Y5I
811,"06 15, 2015",5.0,its just a gift card,B00AR51Y5I
812,"03 10, 2015",5.0,fast delivery and card worked,B00AR51Y5I
813,"01 9, 2015",5.0,What can you say it's a gift card - Shipping was fast.,B00AR51Y5I
814,"01 2, 2015",5.0,recipient was thrilled to receive!,B00AR51Y5I
815,"12 17, 2014",5.0,"How great it is to have a Starbucks Card so we can zip into Starbucks and get a coffee and sometimes a little sweet treat to get our mornings started off right..... it is great to know we have these cards as sometimes it can get long between paydays and we can always say, ""Hey, we can use our Starbucks card and we aren't as bad off as we thought until payday rolls around again"".",B00AR51Y5I
816,"07 4, 2014",5.0,"Cafe Au Lait, Cappacino, Mocha Latter, Chai Tea, black coffee!! All these scrumptious drinks & more (including bake goods) are available from morning thru evening every day! A gift card from Starbucks is always appreciated and used!",B00AR51Y5I
817,"06 25, 2014",5.0,Wished I had got one. O well maybe next year. Great idea for stocking stuffers. Good gift for the hard to please,B00AR51Y5I
818,"05 12, 2014",5.0,Love to get this gift card for relatives and friends.  Who can't find something tasty at Starbucks and it's fun to pop in there to treat yourself during the day.  Your relatives and friends will think of you each time they use the card.  Good to remind them to register the card with Starbucks in case it gets lost.  I got this for my mail lady as a thank you for bringing all of those Amazon boxes up to the door in the winter and rain.  It's a great gift to send to a loved one.,B00AR51Y5I
819,"05 1, 2014",5.0,It's Starbucks.  What else needs to be said.,B00AR51Y5I
820,"02 5, 2014",5.0,You just can't go wrong with a Starbucks gift card as a gift!!! I love to give them and I love to to receive them. We all love Starbucks. They have something for everyone.,B00AR51Y5I
821,"01 18, 2014",5.0,Gave to family members (and myself) as they love coffee.  The fact that some are located adjacent to Barnes and Noble influenced me as that is a great combination.,B00AR51Y5I
822,"01 12, 2014",5.0,A great card for something I enjoy and I registered it for great discounts and deals. I can reload it at any time which is a plus!,B00AR51Y5I
823,"01 11, 2014",4.0,Love Starbucks one of my favorite places to go to have coffee.  Always a great gift to give or receive,B00AR51Y5I
824,"12 19, 2013",5.0,This product was as described and will be very much appreciated on Christmas. If you have a Starrbucks lover in your family this will be a great hit.,B00AR51Y5I
825,"05 21, 2018",5.0,Quick delivery.  Exactly what I was looking for,B00AS527QW
826,"05 14, 2018",5.0,"If a gift card has the balance you purchased, I guess it gets five stars!",B00AS527QW
827,"04 27, 2018",5.0,Fast shipping and great gift!,B00AS527QW
828,"02 19, 2018",5.0,great gift.,B00AS527QW
829,"01 27, 2018",5.0,This was a Christmas gift. The recipient(s) were/are please with this. I would purchase again. I would recommend.,B00AS527QW
830,"01 2, 2018",5.0,love the movies,B00AS527QW
831,"12 17, 2017",5.0,Gift for Grandchildren for Christmas...Know they will enjoy.,B00AS527QW
832,"09 3, 2017",5.0,Nice!,B00AS527QW
833,"05 8, 2017",4.0,"20% off, good value for a movie gift card. nothing fancy or too much too say. it's a gift card...",B00AS527QW
834,"04 23, 2017",5.0,great gift,B00AS527QW
835,"03 21, 2017",5.0,"Don't even have to go to the store to get this!  And who doesn't love a movie?  Great gift card, came within two days.",B00AS527QW
836,"03 16, 2017",5.0,Awsome,B00AS527QW
837,"12 28, 2016",5.0,all good,B00AS527QW
838,"12 23, 2016",5.0,I bought this for Christmas and my brother reported that it worked as expected,B00AS527QW
839,"08 28, 2016",5.0,"This was part of a graduation gift to my son who was joining the Navy. Instead of the traditional gifts, I got him a bunch of gift cards since he can't any personal possessions with him. These cards allowed him to enjoy going out with his friends and girlfriend for that last month before leaving for boot camp.",B00AS527QW
840,"08 16, 2016",5.0,"I was lucky to buy this for $20 as part of the ""Today's Deals"" so I got an extra $5 on the card. The card arrived really fast. I read some reviews that said they received cards with 0 credit on them. I logged on to Regal's site and verified I had a $25 balance so I'm happy. I go to Regal every week so this card helps me to get a free soda with the $5 I saved off of the original price. I hope they do this deal again soon. Too bad you can only buy 1 card at the special price.",B00AS527QW
841,"05 9, 2016",5.0,like,B00AS527QW
842,"05 4, 2016",5.0,I will take a $50 gift card for $40 any day!!! Basically $10 for free. Love it.,B00AS527QW
843,"03 2, 2016",5.0,GREAT,B00AS527QW
844,"01 22, 2016",5.0,Everyone loves movies and popcorn,B00AS527QW
845,"01 20, 2016",5.0,Delivered as expected!,B00AS527QW
846,"01 19, 2016",5.0,They work,B00AS527QW
847,"01 12, 2016",5.0,This is my standby for a gift for just about anyone!,B00AS527QW
848,"12 20, 2015",5.0,Bought for our parents - they love these because you can use these at the theater for tickets and concession.  You don't have to book online!  Our parents prefer to go to the theater and make their decisions.,B00AS527QW
849,"06 15, 2015",5.0,It's just a gift card.,B00AS527QW
850,"02 9, 2015",5.0,Was a gift for a movie lover,B00AS527QW
851,"01 2, 2015",5.0,recipient was thrilled to receive!,B00AS527QW
852,"12 23, 2014",5.0,Nice give and great seller.,B00AS527QW
853,"08 8, 2014",5.0,Great gift,B00AS527QW
854,"01 26, 2018",5.0,its' a gift card what can you say?,B00BXLSIJ0
855,"12 11, 2017",3.0,Ok,B00BXLSIJ0
856,"12 4, 2017",5.0,So nice not to have to go to the mall,B00BXLSIJ0
857,"11 6, 2017",5.0,Item came loaded and ready to use. Item as described.,B00BXLSIJ0
858,"03 1, 2018",5.0,Xmas stocking stuffer. Loved it,B00BXLSGHO
859,"12 31, 2017",5.0,Great for someone who is always going to the movies,B00BXLSGHO
860,"01 17, 2017",5.0,great gift,B00BXLSIJ0
861,"01 16, 2017",5.0,Made a great Christmas gift,B00BXLSIJ0
862,"01 3, 2017",5.0,"MY BEAUTIFUL DAUGHTER WILL BE HAPPY WITH IT, WAS A LITTLE LATE CHRISTMAS PRESENT.....",B00BXLSIJ0
863,"12 13, 2016",5.0,Gift,B00BXLSIJ0
864,"01 10, 2014",5.0,It's a gift card purchased on amazon.  What else can you say about it?  It's a gift card and it works.,B00BXLSM0A
865,"05 15, 2017",5.0,I purchased this gift card along with a restaurant gift card for my sister's birthday.  That way she could get away from the house and kids with her new husband for a little while.,B00BXLSGHO
866,"05 9, 2017",5.0,Amazon carries pretty much everything that you need. As is described; nothing more to say. Will use it for what intended for.,B00BXLSGHO
867,"05 2, 2017",5.0,a good gift card,B00BXLSGHO
868,"04 9, 2017",5.0,good,B00BXLSGHO
869,"09 26, 2016",5.0,"This is a great gift for our teenage niece.  I also love that I don't have to battle people at the mall, and can order it via Amazon.",B00BXLSIJ0
870,"12 13, 2017",5.0,Love gift cards for gifts!,B00BXLSM0A
871,"03 5, 2017",5.0,Great gift idea!,B00BXLSGHO
872,"09 7, 2016",5.0,It was a gift. She bought jeans that she loves.,B00BXLSIJ0
873,"07 26, 2016",5.0,they loved it!!,B00BXLSIJ0
874,"05 31, 2016",5.0,Staisfied,B00BXLSM0A
875,"03 12, 2014",5.0,"What can you say about a gift card.  Used two cards, four of us ate, for $40.00.  The food was great, the service not so much.",B00BXLSUF2
876,"01 18, 2014",5.0,"My brother, son, and husband were quite pleased to get one of these.  Will order these as gifts again next year.",B00BXLSUF2
877,"03 19, 2016",5.0,Holiday gift,B00BXLSM0A
878,"01 10, 2016",5.0,Given as gift and friend loved it.,B00BXLSM0A
879,"01 4, 2016",5.0,Its a gift card.,B00BXLSM0A
880,"01 30, 2017",5.0,My nieces loved seeing Hidden Figures with this movie card I gave them!,B00BXLSGHO
881,"01 25, 2017",5.0,"called to make sure $ was on card upon arrival, so far so good.",B00BXLSGHO
882,"06 12, 2017",5.0,This gift will work for a six year old little girl.,B00BXLT1UA
883,"04 8, 2015",5.0,This is a good gift idea for someones birthday or for a holiday.,B00BXLSM0A
884,"03 18, 2017",5.0,Haven't had a problem with these. I've used them both on the website and in store.,B00BXLT1UA
885,"01 15, 2017",5.0,I got two each of these for my daughter and son-in-law. They love movies and don't get out as often as they would like.,B00BXLSGHO
886,"12 29, 2015",5.0,Perfect! kathy,B00BXLSIJ0
887,"01 4, 2017",5.0,Using the ticket for many things.,B00BXLSGHO
888,"01 24, 2017",5.0,Good product!,B00BXLT1UA
889,"11 17, 2015",5.0,Good Product;,B00BXLSIJ0
890,"12 28, 2016",5.0,all good,B00BXLSGHO
891,"06 13, 2015",5.0,"I got this gift card on a deal of the day for $40

I love ae and it was a great buy!",B00BXLSIJ0
892,"12 6, 2016",5.0,Perfect for my little friend! Build a Bear is awesome!,B00BXLT1UA
893,"03 10, 2015",5.0,fast delivery and card worked,B00BXLSIJ0
894,"12 25, 2016",5.0,"Convenient. Bought all my gift cards for the holiday in one swoop. I'm a Prime member, so I got in 2 days. Being I work long hours, Amazon makes shopping convenient for me.",B00BXLSGHO
895,"12 25, 2016",5.0,Great Deal,B00BXLSGHO
896,"01 20, 2017",5.0,Great Deal,B00BXLSUF2
897,"12 19, 2016",4.0,You can never go wrong with a gift card for a place they go...,B00BXLSGHO
898,"12 13, 2016",1.0,What a rip off! This deal of the day started and within 1 minute it was sold out. I added it to my cart and before I could even hit the checkout it was sold out. Where they only offering 5 gift cards as the deal of the day? I clicked add to cart within 30 seconds of the deal starting and now can't buy it. Thanks for nothing. I was waiting 1 hour for this deal to start.,B00BXLSGHO
899,"12 7, 2016",5.0,loved it,B00BXLSUF2
900,"08 27, 2016",5.0,5 dollars off and used for a gift.  We love deals!,B00BXLT1UA
901,"12 23, 2014",5.0,Excellent Christmas gift,B00BXLSIJ0
902,"07 19, 2016",5.0,"This review is for the Brinker Gift Card that can be used at any of the 4 restaurants: Chili's, Macaroni Grill, Maggianos, or On the Border. These are great for gifts because recipient has a choice of which restaurant to use the gift card at. We usually go to Chilis & Maggianos at least once a month. Tip: Look for gift card promotions (I've seen some on Amazon Lightening Deals & deals towards the Holidays) & check the restaurants websites for promos too for joining their newsletter/ frequent guest programs. Chilis & Maggianos email coupons occasionally when you sign up for their newsletters, & these can be combined along with using these gift cards.",B00BXLSUF2
903,"11 2, 2016",5.0,What's to say gift,B00BXLSGHO
904,"08 6, 2014",4.0,Good place for a gift card for a friend's birthday.,B00BXLSIJ0
905,"05 6, 2016",5.0,"Great value.  Get $50 for $40 at places you may normally eat.  I like this gift card because not only did I save $10 but I got to choose from Chili's, Maggianos, On the Border, or Macaroni Grill.  We do have all of them where I live so I used some at Chili's and finished it at Maggianos.  YUM!",B00BXLSUF2
906,"04 13, 2016",5.0,Perfect gift option for the person who always eats out,B00BXLSUF2
907,"01 17, 2016",5.0,"Ordered two of these for our 3  year old and 6 year old Granddaughters. They had a great time going to the Build - A - Bear store and picking out their animal, outfits, and accessories. The 6 year old settled on a traditional bear, while the 3 year old opted for a bunny rabbit with dresses and other accessories. It appears that $50 is about the right amount of money to put on the card(yes, that seems expensive to me, but what do I know about these things). Fun gift for the kids when you don't know what to buy them.",B00BXLT1UA
908,"08 4, 2014",5.0,Good Gift,B00BXLSIJ0
909,"12 31, 2015",5.0,Love the variety of cards available at Amazon.,B00BXLT1UA
910,"12 17, 2015",5.0,Great deal and granddaughters love BaB,B00BXLT1UA
911,"12 26, 2015",5.0,"Perfect. Bought as a gift, the recipient loved it.",B00BXLSUF2
912,"01 11, 2014",4.0,"Bought this for a gift my friend loved it.  He can't wait to use the gift card!
God Bless you",B00BXLT5EW
913,"05 21, 2015",5.0,Love it!!!! Thanks!!!!,B00BXLT1UA
914,"08 19, 2015",5.0,Great!,B00BXLSUF2
915,"06 26, 2015",5.0,Good...!!!,B00BXLSUF2
916,"08 28, 2016",5.0,"This was part of a graduation gift to my son who was joining the Navy. Instead of the traditional gifts, I got him a bunch of gift cards since he can't any personal possessions with him. These cards allowed him to enjoy going out with his friends and girlfriend for that last month before leaving for boot camp.",B00BXLSGHO
917,"07 19, 2016",5.0,Great item!,B00BXLSGHO
918,"12 27, 2014",5.0,Bought this on a lightening deal as a gift for my friends. There's not much to say about a gift card- yay it was a great deal! $40 for a $50 gift card. Totally worth it! Thanks Amazon!,B00BXLSUF2
919,"12 18, 2014",5.0,"We love Maggiano's and Macaroni Grill.  Great food, especially at Maggiano's where we do a lot of take-out.  But Maggiano's can get pricey so discounted gift cards really help out.

Obviously gift cards are primarily for gift giving, so that is really the only time you should pay full price for a gift card. When you are buying a gift card for yourself, it is really pointless unless you are getting a decent percentage off. We bought this gift card for ourselves when it was 20% off as a Lightning Deal around Christmas time which is a great price. Best bet is to keep an eye on the Lightning Deals for gift cards and see if you can snag a good deal.",B00BXLSUF2
920,"03 18, 2018",5.0,they are gift cards,B00BXLTUBA
921,"02 19, 2015",4.0,"Got this for a seven year old on her birthday, and she's been so excited about her bear it's crazy.  Every day she asks if she can go build her bear, but it's just been too cold.

I guess if you want to excite kids and give yourself extra work, then this is the perfect gift!",B00BXLT1UA
922,"01 16, 2015",5.0,Great Gift,B00BXLT1UA
923,"01 2, 2015",5.0,recipient was thrilled to receive!,B00BXLT1UA
924,"08 5, 2017",5.0,great restaurant,B00BXLT5EW
925,"06 12, 2017",4.0,Nice Italian restaurant,B00BXLT5EW
926,"02 4, 2018",5.0,The receiver was very pleased.,B00BXLTR6S
927,"06 9, 2017",5.0,Great time w/  Friends,B00BXLT5EW
928,"05 17, 2016",5.0,Great item .fast shipping too,B00BXLSGHO
929,"05 7, 2016",5.0,I will take a $50 gift card for $40 any day!!! Basically $10 for free. Love it.,B00BXLSGHO
930,"01 5, 2017",5.0,great gift,B00BXLT5EW
931,"01 2, 2017",5.0,Kids love them,B00BXLT5EW
932,"10 20, 2016",5.0,Excellent Gift! Very Happy!,B00BXLT5EW
933,"01 24, 2016",5.0,Great gift card,B00BXLT5EW
934,"12 30, 2015",5.0,Bought for my family and they love these gift cards.,B00BXLT5EW
935,"12 14, 2015",5.0,Loves it.,B00BXLT5EW
936,"08 18, 2015",5.0,WAS A GREAT GIFT,B00BXLT5EW
937,"09 14, 2017",5.0,Easy to use,B00BXLTR6S
938,"12 12, 2014",5.0,Perfect!,B00BXLT5EW
939,"12 12, 2017",4.0,Convenient!!,B00BXLTUBA
940,"05 14, 2017",3.0,"The movie ticket worked on both FandangoNow and Fandango website. If you use it to buy digital movies on FandangoNow, sometimes they ran promotion with other onsite movie sponsors for a free promotional movie ticket.

Update on 6/30/2017, as this gift card only can be used without any other promo code available from Fandango, FandangoNow, or any other parties.",B00BXLTR6S
941,"12 11, 2017",3.0,OK,B00BXLTUBA
942,"11 15, 2017",5.0,It's a gift card. Had the exact amount on it,B00BXLTUBA
943,"11 7, 2017",5.0,Christmas gift for our 14 year granddaughter. It what she hinted for!,B00BXLTUBA
944,"12 20, 2015",5.0,We buy these in packs to take the grandkids to the move theater and they love deciding what they are going to watch and buying their snacks.,B00BXLSGHO
945,"12 17, 2015",5.0,"A Gift Card is always a great gift, especially when you know what the person like's to do.",B00BXLSGHO
946,"09 29, 2017",5.0,:),B00BXLTUBA
947,"01 14, 2017",4.0,You cant ever go wrong with movies. Great christmas gift,B00BXLTR6S
948,"01 10, 2017",5.0,Great gift,B00BXLTR6S
949,"11 21, 2015",5.0,Got here quickly and worked,B00BXLSGHO
950,"02 15, 2018",5.0,Great,B00BXLTZ6K
951,"08 19, 2015",5.0,Great,B00BXLSGHO
952,"06 28, 2017",5.0,this was a Christmas gift,B00BXLTUBA
953,"12 14, 2017",5.0,Does what a gift card should :),B00BXLTZ6K
954,"06 12, 2017",5.0,Love this store.,B00BXLTUBA
955,"04 23, 2017",5.0,gift for daughter,B00BXLTUBA
956,"04 1, 2018",5.0,The perfect gift.,B00BXLUFQ4
957,"02 15, 2018",5.0,Great,B00BXLUFQ4
958,"02 11, 2015",5.0,"Another great gift for the holidays, birthday or just a I like you gift.enjoy a movie.",B00BXLSGHO
959,"02 5, 2018",5.0,happy,B00BXLUFQ4
960,"01 26, 2018",5.0,its' a gift card what can you say?,B00BXLUFQ4
961,"11 1, 2016",5.0,Great Gift Card for the Movie Buff.  My brother-in-law is going to love it.,B00BXLTR6S
962,"08 27, 2016",5.0,Purchased for a gift for my parents.  Convenient and cheap since its 10 off.,B00BXLTR6S
963,"01 1, 2015",5.0,I gift card that's on sale. Grabbed it as a lighting deal so that's the best way to grab them.,B00BXLSGHO
964,"12 19, 2014",5.0,"I love AMC.  It is my go-to choice for movie theaters in my area.  I go to a lot of movies and I always try to find gift cards at a discount.  Even better, a few months ago, they started accepting AMC Gift Cards on the Fandango iOS App, so I get a discount and pre-ordered tickets for every move I go to (no ticket fee if you are a AMC Stubs member).

Obviously gift cards are primarily for gift giving, so that is really the only time you should pay full price for a gift card. When you are buying a gift card for yourself, it is really pointless unless you are getting a decent percentage off. We bought this gift card for ourselves when it was 20% off as a Lightning Deal around Christmas time which is a great price. Best bet is to keep an eye on the Lightning Deals for gift cards and see if you can snag a good deal.",B00BXLSGHO
965,"12 17, 2014",5.0,I order AMC cards for my grandson who lives in Manhattan.. he loves movies and having a supply of these cards on hand really does help him keep up with all the latest movies... He really is a movie Buff and these cards are so helpfull for him.,B00BXLSGHO
966,"01 8, 2018",5.0,This was a gift.,B00BXLUFQ4
967,"01 2, 2018",5.0,Great gift,B00BXLUFQ4
968,"01 30, 2017",5.0,My daughter loved this gift card!,B00BXLTUBA
969,"01 25, 2017",5.0,Works as advertised,B00BXLTUBA
970,"11 9, 2017",5.0,Great gift,B00BXLUFQ4
971,"11 8, 2017",5.0,Worked out great for those who you don't know what to get.,B00BXLUFQ4
972,"08 26, 2014",5.0,Bought As A Gift,B00BXLSGHO
973,"01 11, 2017",4.0,Good Xmas gift,B00BXLTUBA
974,"05 13, 2016",4.0,My nephew bday is coming and don't know what teenager whats anymore.  This is the best thing for them as they can go to movies with friends/ date or whatever ...,B00BXLTR6S
975,"05 4, 2016",5.0,I will take a $50 gift card for $40 any day!!! Basically $10 for free. Love it.,B00BXLTR6S
976,"04 27, 2016",5.0,:) great gift,B00BXLTZ6K
977,"12 31, 2016",5.0,For my teenage granddaughter who loves to shop on line. Nothing to return after Christmas and she gets the gift she really wanted. Easy on Granny too.,B00BXLTUBA
978,"12 27, 2016",5.0,gift,B00BXLTUBA
979,"04 12, 2014",5.0,I like this Noodles' gift card since it gives me rewards points and save my time to buy delicious food. Using the card to pay for Noodles' food is fast and convenient.,B00BXLV55Y
980,"09 7, 2016",5.0,I love their food.,B00BXLSSOU
981,"04 22, 2016",5.0,Received quickly and no problems!,B00BXLTZ6K
982,"03 10, 2016",5.0,They are gift cards.,B00BXLTZ6K
983,"01 18, 2014",5.0,Gave to grand nieces and nephews as well as son and daughter.  Kept one for myself.  Everyone was very pleased.  Said they had not thought of giving this as a present.  Will do again.,B00BXLSGHO
984,"04 19, 2018",5.0,"Exactly as shown. No activation charge, just regular $25 gift card. I give a bunch for high school graduations to places around where theyll be going to college.",B00BXLSZPM
985,"07 2, 2016",5.0,great,B00BXLSSOU
986,"05 26, 2016",5.0,Exactly as I expected when I purchased it.,B00BXLSSOU
987,"05 26, 2016",5.0,Its for a gift. I am sure the person receiving is going to like it.,B00BXLSSOU
988,"04 25, 2016",5.0,this gift card was a little something extra for my mom for mothers' day. she loves boston market  and was thrilled to receive this gift card . she loves their food. ...thank you so much for making my shopping easy. she wanted another one so  I bought it for her...wish the gift card came in 50 75 100 . consider that boston market!!!!,B00BXLSSOU
989,"12 8, 2016",5.0,As expected,B00BXLTUBA
990,"12 26, 2013",5.0,"If you have family members that live far away and you want to get them something they will love and you know they will not return; this is it. Great stocking stuffer for kids of all ages!
Who does not like the movies?",B00BXLSGHO
991,"01 22, 2016",5.0,Happy son in law,B00BXLTZ6K
992,"04 16, 2017",5.0,Nice to be able to purchase without store shopping.,B00BXLUFQ4
993,"09 27, 2016",5.0,Gift.,B00BXLTUBA
994,"02 15, 2018",5.0,Great,B00BXLSZPM
995,"02 13, 2018",5.0,GOOD GIFT FOR MY GRANDSON.,B00BXLSZPM
996,"02 6, 2018",5.0,love getting 5% back buying giftcards when I use my amazon card!!,B00BXLSZPM
997,"03 22, 2017",5.0,"Good buy, worked as needed.",B00BXLUFQ4
998,"03 3, 2017",5.0,Holiday Gift,B00BXLUFQ4
999,"02 9, 2016",4.0,"UPDATE: 5/31/16

After all the ""hulabaloo"" about an empty Noodles & Co. gift card, I found out from Noodles corporate office customer setvice that you CANNOT enter all the numbers on the back of the gift card to check the balance...only the last 14 numbers from the card. As it turns out, my gift card was fully loaded and ready to use.  Apparently Noodles had several complaints about the issue over the last few months because they added a special note to their gift card page...""If your gift card number has 19 digits, please only enter the last 14 digits of your card number, omitting the first 5 digits."".

**If you recently gifted a Noodles & Co. gift card, please have your giftee recheck their card balance (only enter the last 14 digits of their card number, omitting the first 5 digits) or contact Noodles directly like I did.  You won't regret either transaction.  It would be nice if AMAZON or the gift card seller would add this info to the product description to save time & money for everyone.

The web page is:  [...]

RUNNING LOW? Check your gift card balance anytime! Enter your gift card ID number found on the back of your card in the box below and click on the ""Submit"" button. If it's time to fill up, you can refuel at your neighborhood Noodles & Company.

If your gift card number has 19 digits, please only enter the last 14 digits of your card number, omitting the first 5 digits.

TIP:  Do join the eClub rewards.  You can get free food and get coupons by email.  It's worth the extra little bit of time plus you will learn about new offerings and menu changes.  I especially love the BOGO coupons.  I like to buy a salad and get a second one for the next day or share with a friend.  Gift the card another look.

NOTE: I was not compensated for my review.

===============================
Feb 2016
When I first purchased my gift card  I went online to the Noodles website and checked the balance on my NEW gift card several times and each time it said NO BALANCE.  I was very frustrated and angry.  AMAZON was kind enough the replace the card with a new one.",B00BXLV55Y
1000,"01 15, 2016",5.0,Very useful,B00BXLV55Y
1001,"03 10, 2015",5.0,fast delivery and card worked,B00BXLV55Y
1002,"02 10, 2017",5.0,Given as Christmas gift. She loved it!,B00BXLUFQ4
1003,"11 9, 2017",5.0,Great gift,B00BXLSZPM
1004,"01 24, 2017",5.0,GREAT IDEA FOR CHRISTMAS.  THANK YOU!,B00BXLUFQ4
1005,"09 14, 2017",5.0,Easy to use,B00BXLSZPM
1006,"09 6, 2017",5.0,Great product from a great seller!!!,B00BXLSZPM
1007,"05 2, 2016",5.0,Great purchase. The Gift card worked very good.,B00BXLTUBA
1008,"03 19, 2016",5.0,gift and loved it,B00BXLTUBA
1009,"01 20, 2017",5.0,Great Deal,B00BXLUFQ4
1010,"03 10, 2016",5.0,They are gift cards,B00BXLTUBA
1011,"02 5, 2016",5.0,Love shopping and the ease of using this gift card,B00BXLTUBA
